Timestamp,What kind of e-learning tool you are using while taking online classes? Name it.,Your age,Gender ,Field of education ,EA1,EA2,EA3,PEOU1,PEOU2,PEOU3,PEOU5,PU1,PU2,PU3,PU4,PU5,US1,US2,US3,US4,US5,US6,US7,QU1,QU2,QU3,QU4,QU5,SA,AU,ITU,STA1,STA2,STA3,PI ,SAC1,PI 1,,SAC1,,rowsd,,Do you think Tool used in E-learning puts highly effect on E-learning acceptability?,Any other suggestion to make E-learning experience better?
2021/01/29 1:33:21 PM GMT+5,Teams,21-23,Male,IT/CS,1,5,5,4,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,1,2,4,4,4,4,4,1,0,4,,3,,0.932183199,,,
2021/01/29 1:35:13 PM GMT+5,ms team,21-23,Male,IT/CS,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,0,4,,3,,0.365148372,,,
2021/01/29 1:36:00 PM GMT+5,Meet,18-20,Female,IT/CS,3,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,1,0,4,,2,,1.425949976,,,
2021/01/29 1:38:29 PM GMT+5,Mobile,23-27,Male,IT/CS,5,5,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,1,1,4,,4,,0.886683087,,,
2021/01/29 1:42:32 PM GMT+5,Google meet,21-23,Female,IT/CS,5,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.345745904,,,
2021/01/29 1:43:59 PM GMT+5,Laptop,18-20,Male,IT/CS,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.507416263,,,
2021/01/29 1:44:05 PM GMT+5,Google Meet,18-20,Male,IT/CS,1,1,1,4,4,1,1,4,4,3,3,4,1,4,4,4,1,4,,1,4,4,4,1,2,4,1,4,1,4,0,0,3,,2,,1.436676515,,,
2021/01/29 1:44:23 PM GMT+5,Google meet,21-23,Male,BSCS,1,3,3,3,4,4,4,4,3,4,4,3,3,4,1,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,1,1,4,,4,,0.82000841,,,
2021/01/29 1:44:27 PM GMT+5,Laptop ,18-20,Male,BSCS,1,4,1,3,5,3,3,,3,3,1,1,4,5,4,4,5,3,5,4,3,4,4,4,3,1,3,5,5,5,1,0,5,,2,,1.350059294,,,
2021/01/29 1:48:37 PM GMT+5,Computer,21-23,Male,Business Administration,3,5,5,4,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,1,3,,4,,0.52083046,,,
2021/01/29 1:50:20 PM GMT+5,Google meet,18-20,Female,Business Administration,3,5,3,4,4,4,1,3,4,3,4,4,4,5,3,4,4,4,5,4,3,1,4,4,2,3,1,3,4,4,1,0,4,,2,,1.07425462,,,
2021/01/29 1:51:25 PM GMT+5,Google Meet,21-23,Male,IT/CS,4,3,5,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,0,0,3,,3,,0.571346464,,,
2021/01/29 1:54:30 PM GMT+5,Google meet,18-20,Female,IT/CS,4,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,3,1,4,4,3,1,0,4,,2,,0.674664668,,,
2021/01/29 1:57:06 PM GMT+5,Google meet,18-20,Male,Business Administration,5,3,3,5,5,4,5,4,4,4,5,5,4,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,1,1,4,,4,,0.606478435,,,
2021/01/29 1:59:35 PM GMT+5,Ms-Teams,23-27,Male,IT/CS,3,5,1,5,3,3,5,3,5,5,4,3,5,5,3,4,5,5,3,5,3,5,5,4,4,1,3,3,5,4,1,0,4,,3,,1.184672223,,,
2021/01/29 2:00:41 PM GMT+5,MS Teams,18-20,Male,IT/CS,3,5,5,5,5,5,5,3,3,5,3,4,3,3,3,5,4,4,4,5,5,3,3,5,3,3,3,3,4,3,0,0,3,,3,,0.922889017,,,
2021/01/29 2:00:44 PM GMT+5,Mobile phone,18-20,Male,Business Administration,3,5,5,5,5,5,3,4,4,4,4,4,4,5,5,5,5,5,5,4,5,4,5,3,4,1,4,3,3,5,1,0,4,,3,,0.96132093,,,
2021/01/29 2:01:08 PM GMT+5,Google meet,18-20,Male,Business Administration,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,0,1,3,,4,,0.305128577,,,
2021/01/29 2:04:25 PM GMT+5,Google Meet,21-23,Male,IT/CS,1,5,3,5,3,3,5,4,3,1,3,4,3,4,1,5,4,4,3,4,3,4,4,1,4,4,3,4,4,3,1,1,4,,4,,1.162636718,,,
2021/01/29 2:05:57 PM GMT+5,Teams ,21-23,Male,IT/CS,1,5,1,3,3,1,1,3,3,3,3,3,4,4,3,1,3,4,3,3,3,4,1,4,2,1,4,1,4,1,0,0,2,,2,,1.241059984,,,
2021/01/29 2:07:05 PM GMT+5,Google meet,18-20,Male,Business Administration,3,1,4,4,3,4,1,1,4,4,1,1,1,4,4,1,5,5,5,5,5,5,4,5,4,4,1,1,1,1,0,0,1,,3,,1.680175141,,,
2021/01/29 2:11:21 PM GMT+5,Google Meet,21-23,Male,Business Administration,3,3,3,3,3,4,3,3,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,3,4,4,5,4,4,5,1,1,4,,4,,0.626062316,,,
2021/01/29 2:13:17 PM GMT+5,Google Meet,18-20,Female,IT/CS,4,5,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,4,1,4,4,4,1,0,4,,2,,0.727932042,,,
2021/01/29 2:17:32 PM GMT+5,Googlemeet,18-20,Male,Business Administration,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,,3,4,3,0,0,3,,3,,0.501230014,,,
2021/01/29 2:20:17 PM GMT+5,MS TEAMS,21-23,Male,IT/CS,4,3,3,3,3,3,4,3,4,3,4,3,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,3,4,1,1,4,,4,,0.507416263,,,
2021/01/29 2:30:17 PM GMT+5,Laptop,18-20,Male,Business Administration,3,5,5,4,5,5,5,3,4,4,5,3,4,4,4,3,4,4,4,3,3,5,4,4,4,4,5,3,3,4,0,1,3,,4,,0.742781353,,,
2021/01/29 2:30:24 PM GMT+5,Google meet,18-20,Female,IT/CS,3,5,5,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,4,4,5,5,4,4,4,4,4,3,4,4,1,1,4,,4,,0.556053417,,,
2021/01/29 2:45:12 PM GMT+5,Microsoft Teams,21-23,Male,IT/CS,5,5,3,4,5,4,5,3,4,4,3,3,4,4,3,4,5,5,5,4,4,5,4,4,4,3,3,4,4,3,1,0,4,,3,,0.742781353,,,
2021/01/29 2:46:07 PM GMT+5,Through zoom app ,18-20,Female,Business Administration,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,0,1,,2,,0.547722558,,,
2021/01/29 2:52:45 PM GMT+5,Google meet,18-20,Male,Business Administration,4,4,3,4,4,4,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,0,4,,3,,0.546672274,,,
2021/01/29 3:03:07 PM GMT+5,Mobile Phone,18-20,Male,Engineering,4,5,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4,4,3,2,3,4,4,3,4,1,0,4,,3,,0.621455466,,,
2021/01/29 3:06:38 PM GMT+5,Ms-team,21-23,Male,IT/CS,3,3,3,5,4,3,5,3,4,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,4,4,3,4,4,3,1,1,4,,4,,0.628810225,,,
2021/01/29 3:10:10 PM GMT+5,"ms team, laptop",18-20,Male,IT/CS,3,5,3,4,4,4,3,3,4,4,3,5,4,3,3,3,5,4,4,4,4,4,4,4,4,4,3,4,4,3,1,1,4,,4,,0.626062316,,,
2021/01/29 3:10:14 PM GMT+5,Ipad,18-20,Male,Business Administration,5,5,5,4,4,4,4,3,3,4,,3,4,5,4,4,4,5,4,4,4,4,4,4,3,3,3,4,4,4,1,0,4,,3,,0.625799981,,,
2021/01/29 3:16:29 PM GMT+5,Ms team,21-23,Male,computer science,3,3,5,3,4,3,1,3,4,4,4,1,4,4,3,4,3,4,3,3,3,4,3,1,1,3,3,4,3,3,0,0,3,,2,,1.008013866,,,
2021/01/29 3:18:13 PM GMT+5,Google Meet,21-23,Male,IT/CS,4,5,3,5,3,3,5,3,4,3,3,1,1,3,3,4,3,5,5,4,4,4,4,3,1,3,3,1,3,4,0,0,3,,2,,1.184187,,,
2021/01/29 3:18:48 PM GMT+5,MS Teams,18-20,Male,Computer Science,4,3,5,3,4,4,3,3,3,4,4,3,5,4,4,4,4,4,5,3,3,3,3,4,2,4,4,4,3,3,0,0,3,,3,,0.718395402,,,
2021/01/29 3:18:52 PM GMT+5,Microsoft teams,21-23,Male,IT/CS,4,5,3,4,4,4,4,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,1,1,4,,4,,0.563241848,,,
2021/01/29 3:19:35 PM GMT+5,Ms-team,21-23,Male,Engineering,3,5,5,4,4,1,4,3,4,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,1,4,4,1,0,0,3,,3,,1.008013866,,,
2021/01/29 3:21:03 PM GMT+5,Mobile as Electronic device,18-20,Male,Engineering,3,3,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,0,1,3,,4,,0.498272879,,,
2021/01/29 3:21:53 PM GMT+5,Microsoft teams,21-23,Male,IT/CS,4,4,5,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,1,0,0,3,,3,,0.70221325,,,
2021/01/29 3:22:48 PM GMT+5,3029406568,21-23,Male,IT/CS,5,3,5,4,3,4,5,4,4,5,4,5,5,3,4,5,5,4,5,4,4,4,4,5,4,3,4,3,4,4,1,1,4,,4,,0.698931862,,,
2021/01/29 3:30:45 PM GMT+5,+92 331 1332423,21-23,Male,IT/CS,5,5,5,4,3,4,4,4,3,4,4,4,5,4,5,3,5,4,5,5,3,4,4,4,4,4,4,5,4,4,1,1,4,,4,,0.647719252,,,
2021/01/29 3:37:22 PM GMT+5,Ms Team ,21-23,Male,IT/CS,5,3,5,4,4,4,4,4,5,4,4,5,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.583292281,,,
2021/01/29 3:44:09 PM GMT+5,MS Teams,18-20,Male,IT/CS,3,5,3,4,4,4,5,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,5,3,1,0,4,,3,,0.987857312,,,
2021/01/29 3:58:00 PM GMT+5,Ms teams,18-20,Male,Engineering,5,5,5,4,4,5,3,4,4,4,5,5,4,,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,1,3,,4,,0.580894503,,,
2021/01/29 3:59:38 PM GMT+5,MS TEAM,18-20,Male,Engineering,3,1,3,4,3,3,4,3,4,3,3,3,3,3,4,4,3,3,3,4,3,3,4,1,3,3,3,3,4,3,0,0,3,,3,,0.730296743,,,
2021/01/29 4:08:39 PM GMT+5,Sir khalil Jibran is fully Response,21-23,Male,Business Administration,5,3,5,5,4,4,4,5,4,5,5,5,4,4,4,4,4,4,4,3,4,3,4,4,3,3,3,4,4,4,1,0,4,,3,,0.668675135,,,
2021/01/29 4:13:08 PM GMT+5,ms teams,18-20,Male,Engineering,1,5,4,4,4,3,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,4,1,1,1,4,1,1,1,0,0,1,,2,,1.517711526,,,
2021/01/29 4:13:46 PM GMT+5,MS TEAMS ,21-23,Male,Engineering,3,5,3,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,4,4,4,3,4,4,2,3,3,3,3,4,0,0,3,,3,,0.621455466,,,
2021/01/29 4:34:14 PM GMT+5,"According to us we are using MS Team, but I am really agree with digiskills learning management system. They have a great way of teaching, everything is perfect in that learning management system. Assignments, tests and each content is easy to understand.",21-23,Male,Computer Science,3,3,4,4,3,3,4,3,,,3,3,4,4,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,4,0,1,3,,4,,0.5078745,,,
2021/01/29 4:54:18 PM GMT+5,Ms-team,21-23,Male,Engineering,4,5,4,4,3,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,1,4,5,4,1,0,4,,3,,0.858359837,,,
2021/01/29 4:55:10 PM GMT+5,Microsoft teams,18-20,Male,Engineering,3,5,5,4,4,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,0,1,3,,4,,0.6149479,,,
2021/01/29 5:32:59 PM GMT+5,ms-teams,21-23,Male,IT/CS,3,5,4,4,3,4,3,3,4,4,4,4,5,4,4,4,4,4,4,5,3,4,4,3,4,4,1,3,4,1,0,0,3,,3,,0.922266075,,,
2021/01/29 5:43:45 PM GMT+5,MS teams,18-20,Male,Engineering,5,5,5,4,4,4,4,4,3,4,3,4,5,5,5,4,5,5,5,4,4,4,4,4,4,4,3,4,4,4,1,1,4,,4,,0.610257153,,,
2021/01/29 6:06:49 PM GMT+5,Meet,18-20,Female,IT/CS,4,5,5,4,3,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,4,,4,,0.377964473,,,
2021/01/29 6:07:05 PM GMT+5,Meet,18-20,Female,IT/CS,4,5,5,4,3,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,4,,4,,0.377964473,,,
2021/01/29 7:42:17 PM GMT+5,Mobile,18-20,Female,Engineering,4,3,1,1,1,1,1,1,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,4,3,3,3,3,0,0,3,,3,,1.075484387,,,
2021/01/29 7:59:42 PM GMT+5,(LMS),21-23,Male,IT/CS,3,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,4,4,1,1,4,,4,,0.479463301,,,
2021/01/29 8:26:06 PM GMT+5,Google meet,18-20,Female,IT/CS,4,5,3,4,4,5,5,4,4,3,3,3,4,5,5,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,1,1,4,,4,,0.6149479,,,
2021/01/29 8:30:11 PM GMT+5,Google Meet,21-23,Male,IT/CS,4,3,5,4,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,0,0,3,,3,,0.571346464,,,
2021/01/29 8:59:38 PM GMT+5,Yes,18-20,Male,Engineering,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.610257153,,,
2021/01/29 8:59:42 PM GMT+5,Yes,18-20,Male,Engineering,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.610257153,,,
2021/01/29 8:59:52 PM GMT+5,Yes,18-20,Male,Engineering,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,,3,,0.610257153,,,
2021/01/29 9:10:13 PM GMT+5,Google meet,18-20,Male,Business Administration,3,5,5,5,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,5,4,4,4,3,4,4,4,3,3,3,0,1,3,,4,,0.661763579,,,
2021/01/29 10:34:41 PM GMT+5,google meet,18-20,Female,Engineering,1,1,1,3,3,4,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,1,1,1,3,1,3,1,1,0,0,2,,2,,1.022168081,,,
2021/01/29 10:38:32 PM GMT+5,Google meet,18-20,Male,IT/CS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,0,0,3,,3,,0.379049022,,,
2021/01/29 10:56:58 PM GMT+5,MS team,18-20,Male,Engineering,1,5,3,5,3,3,5,4,3,4,5,4,5,5,3,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5,1,1,5,,4,,0.987857312,,,
2021/01/30 12:45:01 AM GMT+5,Google meet,18-20,Male,Business Administration,3,5,5,5,4,4,5,4,4,4,4,4,4,4,3,3,4,4,3,5,4,4,4,3,4,4,4,3,3,3,0,1,3,,4,,0.661763579,,,
2021/01/30 12:33:02 PM GMT+5,Microsoft Teams ,21-23,Male,BSCS,5,5,3,5,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,0.484234198,,,
2021/01/30 1:50:22 PM GMT+5,good,18-20,Male,Business Administration,1,5,5,1,4,1,1,5,5,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,1,1,4,,4,,1.272611579,,,
2021/01/31 5:32:59 AM GMT+5,Google meet,18-20,Male,Business Administration,3,1,4,4,3,4,1,1,4,4,1,1,1,4,4,1,5,5,5,5,5,5,4,5,4,4,1,1,1,1,0,0,1,,3,,1.680175141,,,
2021/01/31 4:28:40 PM GMT+5,Googlemeet,18-20,Male,Business Administration,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,3,,3,4,3,0,0,3,,3,,0.501230014,,,
